Date Submitted,Date of Sighting,City,ST,Short Description
12/17/2018,12/17/2018,Pine Bluff, AR,{rjl} What Was That?
12/16/2018,12/16/2018,Fort Smith, AR,{rjl} Outside with brother in-law. Spotted triangular craft moving west and got my bro to look in time to see too. It just zOomed by silent.
11/29/2018,11/27/2018,Alexander , AR,{tjd} I went out to smoke at five in the morning and saw a big bright star and began taking photographs it turned out to be something else
11/27/2018,11/26/2018,Little Rock, AR,Observed UFO Over Little Rock Arkansas
10/29/2018,10/27/2018,Hot Springs, AR,"{tjd} Looked up in sky and thought airplane, but it wasn't moving and observed for maybe 10 minutes."
10/20/2018,10/17/2018,Little Rock, AR,{rjl} Bright orb of light at end of a visible light beam from above
10/19/2018,10/18/2018,Hot Springs, AR,{rjl} Took Photos of Sun did not realize I had capture an event 2 Photos show movement!
10/11/2018,10/11/2018,Searcy, AR,"{tjd} Emitted reflection, changed altitude, and position."
9/29/2018,9/28/2018,Pine Bluff, AR,{dr}Noticed a black spherical UFO
9/20/2018,9/12/2018,Waldron, AR,{rjl} Me and my fiance observed a huge stationary ufo while traveling to work the night of the 12th.
9/19/2018,9/9/2018,Hot Springs Village, AR,{rjl} Bright light caught on game camera high in tree line
9/7/2018,9/7/2018,AR, US,{jpg} Bright Light appered in corn fields saw aliens get out of UFO
9/5/2018,9/4/2018,Pearcy, AR,{jpg} Countless small orbs of various sizes throughout the sky. Some dim some bright.
9/3/2018,9/3/2018,Fort Smith, AR,{jpg} saw an object that was same color and size of a star but was moving
8/19/2018,8/18/2018,Lincoln, AR,{rjl} Bright light then gone
8/14/2018,8/10/2018,Lockesburg , AR,{cak} Four or five lights took formation in a straight line
8/6/2018,8/6/2018,Fort Smith, AR,{jpg} Above an almost out forest fire
8/5/2018,8/4/2018,Lowell, AR,{jpg} Star like shape that ascended into sky
7/31/2018,7/31/2018,AR, US,{rjl} ISS live feed screen shot of a redish-orange sphere.
7/6/2018,7/6/2018,Norman, AR,{dr}Pulsating light active in southern sky
6/15/2018,6/6/2018,Vilonia, AR,{cak} Orbs with
6/7/2018,6/6/2018,Bella Vista, AR,{jpg} Non blinking amber orb at great distance traveling I. Straight line the next totally disappeared. Was same size in night sky as jupiter
6/5/2018,6/4/2018,Springdale, AR,{jpg} Huge stationary very bright light in sky. 4 helicopters flying low in the area
5/25/2018,4/16/2018,Bella Vista, AR,{rjl} Bright light observed in western sky. It swung leaf-like. At one point it emitted a corona of small lights leaving a dark center.
5/24/2018,5/23/2018,Trumann, AR,"{rjl} Traveling south bound down interstate, I caught sight of something out of the corner of my eye. At my first instinct it may have been a plane but kept glancingly in the direction and saw that it was not a plane or helicopter."
5/19/2018,5/19/2018,AR, US,"{cak} Object Stationary, flashing Red, and Green with constant Blue/White Lights"
4/20/2018,4/20/2018,Ozark, AR,"{cak} hovering golden cylinder shaped light that hovered then would shoot upward and disappear, then reappear. at one point saw a bright flash of light near the ground"
4/18/2018,1/3/2018,Gravette, AR,"{cak} just got finished at the doctor and was watching the helicopter that was fixing to take off and decided to document it, very arranged things appeared in the photos and video"
4/18/2018,2/9/2018,Siloam springs, AR,"{cak} I was driving to Siloam Springs with my kids and I look out the window and seen this gold glowing object transforming in the sky, it was beautiful"
4/18/2018,1/5/2018,Decatur, AR,"{cak} made several observations, the one here was moving in the back of my yard I said wait don't go and it stopped and transformed in front of me. Silent no sound and then filled tree line to sewer plant where it turned red and faded to dark in trees."
4/16/2018,4/16/2018,Rogers/Little Flock, AR,{cak} object moved slow and eratic across the sky not a satillite nor plane
4/1/2018,1/29/2018,Farmington , AR,{jpg} Mufon file 91139 additional image of white cylinders
3/31/2018,1/29/2018,Farmington , AR,"{td} While Piloting aircraft at 10,000 ft observed two separate contrails emitted in pulses from 2 small blunt highly reflective cylindrical objects"
3/25/2018,3/24/2018,Alma, AR,{td} green ball of light
3/13/2018,3/11/2018,Rogers, AR,"{cak} We recorded this event and the night before, same object different directions each night."
2/27/2018,2/26/2018,West Fork, AR,{td}I saw a cylinder shaped object flying straight followed by 5 spheres with no flight path
2/12/2018,2/8/2018,Mena, AR,"{cak} Near Mena Arkansas, dark object in night sky"
2/12/2018,1/25/2018,FAYETTEVILLE, AR,"{cak} OBJECT HOVERED OVER RESIDENTIAL AREA THEN CROSSED ROAD, STAYED LOW, AND FOLLOWED ALONGSIDE MY CAR FOR 1-2 MINUTES BEFORE DISAPPEARING. SEEN AGAIN 5 MINUTES LATER HOVERING HIGH ABOVE ELECTRICAL TOWERS"
2/11/2018,2/8/2018,Mena, AR,"{cak} Near Mena Arkansas, triangular shape object blocking starlight"
2/8/2018,2/8/2018,Mena, AR,{jpg} Spotted triangular object with 3 lights in night sky.
1/29/2018,1/24/2018,Fayetteviĺle, AR,{dr}Very bright light stationery for 20 minuets
1/28/2018,1/28/2018,Tyronza , AR,"{dr}I saw a large,silent, slow moving triangular aircraft with three lights and a red pulsating light in the middle."
1/24/2018,1/24/2018,Pine Bluff, AR,{jpg} Witnessed The Same Object Again on the 23 January 2018 - What is it?
1/23/2018,1/23/2018,Pine Bluff, AR,{jpg} Object Moved Slowly Than Hovered
1/22/2018,1/22/2018,Arkadelphia , AR,{jpg} Bright reflective UFO
1/11/2019,1/16/2018,Woodward , OK,{cak} Object was being transported out of area and very heavily guarded by several government vehicles and every law enforcement in the area.
6/27/2018,6/27/2018,Mannford, OK,{td} Ufo triangle
6/21/2018,6/21/2018,McAlester, OK,{rjl} sitting in front yard partly cloudy skies clear visibility black dot traveling east to west
6/18/2018,5/18/2018,Broken Arrow, OK,{rjl} ntity only appeared for a couple of frames in video and then warped shape.
6/2/2018,6/1/2018,Tulsa, OK,{td} sitting on front porch saw a very extremely fast randomly pulsating light not a meteor.
6/1/2018,5/21/2018,Stilwell, Ok,{td} Light appreared. Descended towards me. Hovered. Two men approached me wearing suits. Men spoke to me telepathically. Men walked away in the same way it seemed that they came. I noticed the light was gone once I looked as the two men left my view.
5/26/2018,5/23/2018,Oklahoma City, OK,{rjl} Caught strange flying object on the way to pick someone up.
5/24/2018,5/8/2018,Lawton, OK,{rjl} Angels not UFO's I have countless hours of video and actual extracted photos
5/22/2018,5/21/2018,OK, US,{rjl} Saucer shaped only able to see three front lights
5/22/2018,5/21/2018,Arkoma, OK,"{rjl} Happened over trees where Y St of Fort Smith, AR meets Main St and State Line Road of Arkoma, OK"
5/21/2018,5/17/2018,Stillwater, OK,"{rjl} Two strange lights, odd behavior unlike regular stars"
4/28/2018,4/27/2018,OK, US,"{rjl} brighter than usual plane appears to drop small object, object falls for short time and shoots off in opposite direction."
4/9/2018,4/9/2018,Wayne, OK,{td} Glowing light that hovered in the same spot as last time it disapeared evertime a plane went by 2nd sighting
4/8/2018,4/8/2018,OK, US,{td} Strange Bing object
4/4/2018,3/29/2018,Norman, OK,{jpg} Abducted me in my parking garage around 2am and I Woke up 12 hours later in bed with comforter neatly folded and bed made neatly
2/27/2018,2/26/2018,Tulsa, OK,"{td}Looked like a boomerang, you would imagine a plane but stopped in mid air. had no tail just like a full wing."
2/9/2018,2/6/2018,OK, US,"{jpg} Watching falcon heavy deploy starman, an object passed over the top during deployment."
2/2/2018,2/2/2018,Newcastle , OK,{td}As I was exiting to Newcastle Casino looked across the road song large round UFO hovering above could see it very well like the lights in the middle in the front beaming out lights around the backside and around all sides but there is no just the one
2/1/2018,1/31/2018,Tulsa, OK,{td}Appeared to be a triangle
1/28/2018,1/28/2018,Sapulpa, OK,{dr}{td}One outside smoke a cigarette and seen this multi-colored orb flashing all different colors is it flew side to side but wobbling like top
1/26/2018,1/25/2018,antlers, OK,{jpg} bright quite moving very fast not airplain or millitary jet way to fast
1/25/2018,1/25/2018,Tulsa, OK,{jpg} Yellow Orb Over Downtown Tulsa
1/24/2018,1/22/2018,Oklahoma City, OK,{jpg} Shimmering triangle with hard-edges patterns titled slowly forward then twinkled brightly and vanished.
1/5/2018,1/5/2018,Tulsa, OK,{dr}Hovered where no lights have been int he past. Then shot off to NE
1/5/2019,11/24/2018,Welch, OK,{dr}I have the pictures from a game camera on my lap top and an sd card. Please provide email or physical add and I'll send them.
12/18/2018,12/3/2018,Davis, OK,{rjl} Took picture of sunset and seen object left of sun then less than a minute later it was on right side
12/17/2018,12/15/2018,Elmore City, OK,{rjl} It was a bright light over the road. I live in a rural area and there are no reason for this light in this area. I took a pictures.
12/11/2018,12/10/2018,ringold, OK,{caksaw reddish orb outside at vacant house hoovering up & down.then I thought it was a prank someone's drone.it started like hovering up in trees & to ground.i went after it yelling it hid behind tree then it stood across rd changing shapes.then it happe
12/11/2018,12/10/2018,Okemah, OK,{cak} 3 contrails in a line overlapping when not many planes are seen. Many other planes in area which is unusual.
12/7/2018,7/15/2018,Muldrow, OK,{jpg} Creepy
12/7/2018,7/15/2018,Muldrow, OK,{jpg} Human like
12/7/2018,11/30/2018,Mcalester, OK,{jpg} Red lights blinking green in middle hovered 50 yards or less above ground just at three level at times. Appeared disappeared zig zag all direction very fast appeared to absorbed car that honked also white orange glowing light
12/4/2018,11/19/2018,Chandler, OK,{jpg} Hovering light that stayed in the same spot for over 20 minutes
11/29/2018,11/29/2018,Tulsa, OK,"{tjd} Observe large bright light in the Southern sky in Tulsa, Oklahoma while walking my dog. Have taken photos, as the light seemed to pulse a bright white light. This was not the moon as the moon was directly overhead."
11/27/2018,11/25/2018,Adamson, OK,{tjd} Wow
11/7/2018,10/17/2018,Elmore city, OK,{jpg} Black object going up in front of moon leaving a smoke trail
10/30/2018,10/30/2018,Midwest city ok., OK,{tjd} I live near tinker airport. This was not a toy drone. I watch the sky. UFO.
10/24/2018,10/24/2018,Hugo, OK,{cak} Husband noticed large rectangualr objects in sky then ascend
10/21/2018,10/20/2018,Broken Arrow, OK,"{cak} high altitude wingless craft that moved to south appeared to turn and morph into glowing sphere that looked like a planet coming toward me, laser streak came from north captured my attention"
10/10/2018,10/9/2018,Hitchcock, OK,{tjd} Was taking a photo of my Moms pasture which was flooded. Did not see the object until after picture was taken
10/5/2018,10/4/2018,Miami, OK,{jpg} The object was stationary with 2smaller objects hovering over bigger one. Position of left unit was directly over center while right unit was at about 2 o'clock position. No movement was observed. I observed the items for approximately 10 minutes.
10/3/2018,9/25/2018,OK, US,{jpg} pick up on trail cam not witness
9/29/2018,9/19/2018,Frederick, OK,"{dr}Both star-like objects appeared, then slowly got brighter and then slowly disappeared."
8/9/2018,8/8/2018,Mcalester, OK,"{jpg} Saw a speck in the sky, they shone a light on me then came after me."
8/8/2018,8/7/2018,Tulsa, OK,"{jpg} I was in my garage..and while waiting for my friend to pull up in his car i kept walking down the driveway looking for his car..then i noticed a white object in the west just above the trees, ascending vertically ."
7/31/2018,7/31/2018,Ponca City, OK,{rjl} Light was
7/19/2018,7/19/2018,McAlester, OK,{td} silver starlike
7/19/2018,7/18/2018,Sapulpa, OK,{td} Me and my son was outside playing with a star finder app and seen a glowing orb in the sky that we thought was a star
7/11/2018,7/11/2018,Stilwell, OK,{jpg} heard dog going crazy outside hours earlier and say white flashing lights at11pm. Then son woke up at 3am said his room went dim and he looked from over the covers and there was an alien watching him. He claimed to have seen one outside the kitchen.
7/10/2018,7/10/2018,McAlester, OK,{jpg} 3 black circles
10/7/2018,1/1/2018,Saint Clair, MO,{tjd} Seen every night on the ground and in sky
8/3/2018,6/22/2018,Farmington , MO,{rjl} Seen through binoculars traveling high over houses a triangle shaped craft with lights. Was seen by a grandfather and his grandchild ( drawing included)
7/3/2018,6/25/2018,Pleasent hope, MO,{dr}2 cigar shaped tubes crossed went different directions
6/30/2018,6/28/2018,MO, US,{td} Didn’t notice until after to took the photo from my cell phone
6/20/2018,6/19/2018,Moscow Mills, MO,{rjl} Shaped like a blimp like object but more cone shaped with a cylinder on top and bottom.
6/20/2018,6/20/2018,MO, US,{rjl} Cloud hvrn n center drop out then rise to the right of the hole
6/19/2018,6/19/2018,warrento, MO,{rjl} blimp like object observed in sky above tree line from vehicle
6/16/2018,6/13/2018,St. Thomas, MO,{cak} I saw a flash of light fall from sky. Then 33 airplanes fly over area.
6/7/2018,6/5/2018,Cadet, MO,"{jpg} Green/Red glowing VERY bright like fireball, size of low flying helicopter or plane but clearly wasn't they have flashing red light, seen by 3 people went from NW to SE fast"
6/4/2018,6/3/2018,Old Mines, MO,{jpg} Triangular/beveled pyramid shape emitted green lights and opened to let another object in
