state_long,state_short,city_state,mj_legal,lat,long,sighting_date,short_description,,
Georgia,GA,Doraville GA,No,33.9072,-84.2711,4/10/2018,"{td} looked out window saw bright white light, blinked and turned red",,
Georgia,GA,Douglasville GA,No,33.7382,-84.7071,10/2/2018,{jpg} 3 silver lights,,
Delaware,DE,Dover DE,Yes,39.16,-75.5204,3/10/2018,{rjl} Observed a large object the shape of the bottom of a half moon with small lights hovering around it.,,
Pennsylvania,PA,DOVER PA,Yes,40.0033,-76.8484,8/8/2018,{jpg} THEY WERE ROUND AND WHERE BLUE IN COLOR. THEY DID MOVE I ONLY SAW THEM AFTER I TOOK THE P;ICTURES,,
Pennsylvania,PA,dover PA,Yes,40.0033,-76.8484,11/8/2018,{dr}While working on an awning an object came into my vision which was strange looking and seemed to be under its own power. Was only 100 feet or so away. Had no definite shape and looked transparent.,,
Pennsylvania,PA,Drexel Hill PA,Yes,39.9495,-75.3039,4/20/2018,{rjl} Looked like a star; same brightness and altitude but moving at a pace slightly slower than a plane. Way too high to be a plane and no flashing lights,,
Pennsylvania,PA,Drexel Hill PA,Yes,39.9495,-75.3039,7/1/2018,Fist time I noticed it was July smoking cigarettes out back window 7th floor of apartment. Now its everyday,,
Minnesota,MN,Duluth MN,Yes,46.7797,-92.1334,2/14/2018,{cak} Two sets of lights were hovering or moving very slowly over the Interstate. They were too low to be a plane and were not blinking.,,
Minnesota,MN,Duluth MN,Yes,46.7797,-92.1334,7/16/2018,It seemed to blink out,,
Minnesota,MN,Duluth MN,Yes,46.7797,-92.1334,10/21/2018,"{cak} I didn't see it myself, but noticed a UFO-like object in a photo taken while out hiking",,
Minnesota,MN,Duluth MN,Yes,46.7797,-92.1334,11/7/2018,{tjd} it appeared to be a star at first but came toward me hovered and shut off all lights except3 or 4,,
South Carolina,SC,Duncan SC,No,34.9372,-82.1404,6/18/2018,{rjl} Saw object when driving on I-85. Object vanished into thin air.,,
Florida,FL,Dunnellon FL,Yes,29.0529,-82.4414,3/22/2018,{rjl} very bright thought it was a satellite,,
Washington,WA,Dupont WA,Yes,47.1079,-122.6496,7/18/2018,{td} 2 white glowing orbs one larger than the other trailing . Entering JBLM from the south over I-5. Zero running lights. Not traveling more than 70mph.,,
North Carolina,NC,Durham NC,No,35.9801,-78.9045,2/6/2018,"{jpg} Odd shapes in clouds, JDLR-Just don't look right",,
North Carolina,NC,Durham NC,No,35.9801,-78.9045,12/16/2018,"{dr}Three glowing objects moving west to east. Two with indistinguishable shape, one shaped like isosceles triangle.",,
Minnesota,MN,Eagan MN,Yes,44.8168,-93.1638,3/10/2018,{td} 2 orbs showed up and chilled high above me for 2 hours,,
Texas,TX,Eagle Pass TX,No,28.7118,-100.4832,8/8/2018,{jpg} There is video footage on Facebook. Search for Eagle Pass lights.,,
Virginia,VA,Eagle Rock VA,No,37.6407,-79.8012,12/11/2018,{cak} Daughter and I witnessed glowing orb descend and dissipate.,,
Kentucky,KY,East Bernstadt KY,No,37.1923,-84.1209,7/14/2018,{td} Security camera captured UFO fleet rise and move,,
Connecticut,CT,East Hampton CT,Yes,41.5735,-72.4918,4/13/2018,{td} Bright blinking light traveled downward to the right then away. lasted approx. 5 minutes,,
Pennsylvania,PA,East Stroudsburg PA,Yes,41.0023,-75.1779,7/6/2018,{dr}Ball of light passing airplanes.,,
Texas,TX,Eastland TX,No,32.4015,-98.8174,4/21/2018,{cak} Light moved left and right up and down. Then a train came by and was gone. After train was gone reappeared again. Then was gone,,
Pennsylvania,PA,Easton PA,Yes,40.6858,-75.2209,11/22/2018,"{rjl} Boomerang shape of bright lights hovering over mountain, saw from bathroom window at 5am.",,
California,CA,Eastvale CA,Yes,33.9617,-117.5803,2/8/2018,{jpg} 5-6 UFOs,,
Tennessee,TN,Eastview TN,No,35.0868,-88.5513,7/20/2018,{td} Was looking at sky and an unblinking light moved slowly across sky,,
New Jersey,NJ,Eatontown NJ,Yes,40.2913,-74.0558,4/20/2018,"{cak} I saw a huge cigar shaped object hovering, I was driving , I took a pic.",,
Washington,WA,Eatonville WA,Yes,46.8682,-122.2697,1/15/2018,"Sphere of light, zig-zagged up and down as it moved from East to SW in the forest.",,
Washington,WA,Eatonville WA,Yes,46.8682,-122.2697,8/27/2018,{td} Observe 2 Chinook helicopter escorting 3 Orange orbs in tight formation heading west,,
Wisconsin,WI,Eau Claire WI,No,44.8202,-91.4948,12/21/2018,"{dr}Saw a red blinking light, then cigar shaped object hovering in the sky",,
Minnesota,MN,Eden Prairie MN,Yes,44.8487,-93.4595,6/8/2018,"{jpg} Saw pulsating lights, witnessed them rotate 180 degrees in the air, got very  close",,
Wisconsin,WI,Edgerton WI,No,42.8385,-89.0698,11/15/2018,{cak} The flying lights flew across in no particular formation and sped north-west.,,
Wisconsin,WI,Edgerton WI,No,42.8385,-89.0698,11/15/2018,{cak} Lights coming through a clearing. I have a video so please I quire,,
Colorado,CO,Edgewater CO,Yes,39.7507,-105.0627,5/31/2018,"{td} Observed 2 bright objects, one descended towards earth and vanished while the 2nd object began back & forth linear path",,
Colorado,CO,Edgewater CO,Yes,39.7507,-105.0627,7/14/2018,"{td} Witnessed a cylinder shape object w/ no propulsion or sound, no wings/no tail",,
New Mexico,NM,Edgewood NM,Yes,35.0614,-106.1914,9/10/2018,"{cak} Very bright light blueish sliver fast-moving, changing directions stopping and hovering. Very bright flash.",,
Washington,WA,Edmonds WA,Yes,47.8114,-122.3534,2/2/2018,{td}Humming Sound,,
New York,NY,Edwards NY,Yes,44.3231,-75.2517,11/23/2018,{rjl} Object in the sky descended and followed my vehicle,,
Wisconsin,WI,Egg harbor WI,No,45.0528,-87.2826,12/12/2018,{rjl} lights just flashing,,
Arizona,AZ,Ehrenberg AZ,Yes,33.6175,-114.4883,12/9/2018,{cak} Dark hovering disc object,,
California,CA,El Cajon CA,Yes,32.8017,-116.9604,12/7/2018,{cak} 7th of Dec. I saw something hanging in the air for 30 min. Then it took off at high rate of speed away from me.,,
California,CA,El Centro CA,Yes,32.7873,-115.5578,10/7/2018,{tjd} I was out side with my brother in law taking and I looked up and saw this object in the sky .,,
California,CA,El Dorado Hills CA,Yes,38.6723,-121.047,5/24/2018,"{rjl} Large, bright star-type object, steady in brightness, on a straight, rapid, LOW path across the sky suddenly turned off after a few seconds",,
Missouri,MO,El Dorado Springs MO,Yes,37.8694,-94.0196,8/19/2018,"Saucer-shaped object color as blue sky background (distinct form), whole thing shined white twice like it reflected sun, then returned to color that seemed to absorb/reflect sky. Floated stead in direction of storm cell that passed 30 mins before",,
Missouri,MO,El dorado springs MO,Yes,37.8694,-94.0196,3/14/2018,{cak} Small enough to fit 10 human like creatures and a testing lab.,,
Arizona,AZ,El Mirage AZ,Yes,33.5906,-112.3271,2/6/2018,{jpg} Triangle enveloped in a light mist,,
Arizona,AZ,El Mirage AZ,Yes,33.5906,-112.3271,2/6/2018,"{jpg} Teardrop bullet shape, luminescent with a trail forming a triangular shape",,
Arizona,AZ,El Mirage AZ,Yes,33.5906,-112.3271,11/15/2018,"{cak} I went out to my backyard at 10:00 pm with binoculars to look for any of the Leonid meteor shower, as I scanned the sky's I noticed a red glow coming from the north in a direct line north to south. No noise and it was casting a red glow .",,
California,CA,El Monte CA,Yes,34.0739,-118.0291,12/19/2018,"{rjl} Waiting for falcon9 launch at EMT Airport, noticed satellite (?) moving N to S for 5 seconds then turned east for 2seconds and stopped and remained. Second satellite (?) N of 1st traveled N to S 5 seconds and stopped and remained .",,
Texas,TX,El Paso TX,No,31.8478,-106.431,2/6/2018,{tjd} UFO hovering in sky then changed fire ton and disappeared,,
Texas,TX,El Paso TX,No,31.8478,-106.431,4/18/2018,{dr}large disc with 2 rows of windows and a dome multi color lights and dull finish similar to a MacBook,,
Texas,TX,El Paso TX,No,31.8478,-106.431,5/15/2018,{cak} While working outside a coworker & I noticed snow in the sky. First we thought it wasn't trash in the sky's but noticed several bags in the sky being swept around by wind in all directions. The object seemed un effected by wind and remained stationary,,
Texas,TX,El Paso TX,No,31.8478,-106.431,8/31/2018,{jpg} Driving to work and noticed a strange light in a triangular shape toward the horizon. Took my cell phone and took pictures and a short video with my Samsung Galaxy s8.,,
New Mexico,NM,El Rito NM,Yes,36.338,-106.1844,3/4/2018,{jpg} 7-9 unknown orange globes descended from clouds and erratically headed South above the houses across the street.,,
New Mexico,NM,Elephant Butte NM,Yes,33.1811,-107.2269,7/17/2018,{jpg} Bright light in the stars with a jagged tail.,,
California,CA,Elk Grove CA,Yes,38.416,-121.3841,2/25/2018,{td} I was working then I saw the object and start to film it with my cell phone.,,
California,CA,Elk Grove CA,Yes,38.416,-121.3841,10/7/2018,"{tjd} Strange point of light seen with a light trail behind it, in the shape of a capitol A, then the light surrounded the object on all sides, the object was falling slowly",,
Illinois,IL,Elk Grove village IL,Yes,42.0061,-87.9929,5/18/2018,"{rjl} all what you can see in photo, it was 2 of those with distance between each other 1-2 mile.",,
Minnesota,MN,Elk River MN,Yes,45.3313,-93.567,11/12/2018,{cak} Was playing game on my computer with my window cracked open and was annoyed by a humming buzz. Looked out my window saw a large smooth ship with blinking lights that was too low to the ground to be a plane slowly fly by over the course of 20 seconds,,
North Carolina,NC,Elkin NC,No,36.2619,-80.8442,8/4/2018,{jpg} Took 2 pics of an arriving storm w/in seconds. One had unknown light...other did not.,,
Washington,WA,Ellensburg WA,Yes,47.001,-120.5491,1/9/2018,{cak} Aircraft carrier sized object with white and red lights fore at altitude of 500 to 1000 feet moved slowly form se to new,,
Washington,WA,Ellensburg WA,Yes,47.001,-120.5491,9/28/2018,"{dr}I first saw UFO's about 7:39PM when my day daughter saw them, multiple in the sky, changing direction, military on them from Yakima training facility",,
South Carolina,SC,Elloree SC,No,33.5302,-80.5712,6/6/2018,"{jpg} Looked like bright star, moved multiple directions, stop and then quickly mov diff. Directions",,
Maine,ME,Ellsworth ME,Yes,44.5847,-68.4875,3/27/2018,{td)Bright light bouncing back and forth. No sound. Pulsating no other light just very bright white light,,
Maine,ME,Ellsworth ME,Yes,44.5847,-68.4875,4/5/2018,{jpg} 3 or 4 yellow lights right next to my house,,
Texas,TX,Elmendorf TX,No,29.2556,-98.3171,9/17/2018,{dr}3 MOVING GLOWING LIGHT OBSERVATION,,
Oklahoma,OK,Elmore city OK,Yes,34.6299,-97.3909,10/17/2018,{jpg} Black object going up in front of moon leaving a smoke trail,,
Oklahoma,OK,Elmore City OK,Yes,34.6299,-97.3909,12/15/2018,{rjl} It was a bright light over the road. I live in a rural area and there are no reason for this light in this area. I took a pictures.,,
Arizona,AZ,Eloy AZ,Yes,32.7464,-111.5994,3/20/2018,{td} yellowish light jumping forward,,
Utah,UT,Elsinore UT,Yes,38.6834,-112.1488,10/28/2018,{tjd} This is overnight footage of the sky,,
Minnesota,MN,Ely MN,Yes,47.9056,-91.8503,3/1/2018,{rjl} Blue orb/strange 'clouds',,
Ohio,OH,Elyria OH,Yes,41.3761,-82.1063,6/16/2018,{rjl} Started out with a light then somethings disc shape came over our head and took off at high speeds followed twenty seconds later by a plane. This went on for hours and two even seemed to collide. The sky turned white for 4 seconds then it stopped.,,
California,CA,Emeryville CA,Yes,37.8382,-122.2932,2/16/2018,{cak} I see this almost nightly since 1-10-18,,
Missouri,MO,Eminence MO,Yes,37.1508,-91.3587,10/1/2018,{tjd} Went for nap. Woke with a burning pain on the inside of my left knee. Found a wound. Patch of skin gone.,,
Pennsylvania,PA,Emmaus PA,Yes,40.5352,-75.4978,3/13/2018,{cak} looked like a star but then it moved to the left and then to the right it moved in a circle and side to side. I got my husband to make sure I wasn't seeing things and he said it was a falling star and then it moved up way up and  back do,,
Pennsylvania,PA,Emmaus PA,Yes,40.5352,-75.4978,8/12/2018,{tjd} Security camera in basement suddenly picked up a fleet of,,
Colorado,CO,Englewood CO,Yes,39.6469,-104.9942,12/20/2018,{cak} orbs circling then stopped and disappeared like eraser on blackboard,,
Florida,FL,Englewood FL,Yes,26.9604,-82.3535,12/2/2018,"{jpg} I was driving home early in the morning, I saw it in the sky and watched it for most of my drive home. When I turned, it was still there, and a smaller one directly below. It was not a star, not even close. Everything about it was off",,
Tennessee,TN,Englewood TN,No,35.4226,-84.4887,9/7/2018,{jpg} Object hovering as I passed on road. Triangle pattern of unblinking lights.,,
Utah,UT,Enterprise UT,Yes,37.5716,-113.7431,5/4/2018,{jpg} 2 greenish lights followed beside me as drove then hovered above me then disappeared then followed me home,,
Washington,WA,Entiat WA,Yes,47.6781,-120.2171,9/22/2018,{dr}I pulled over to take some pictures of a beautiful rainbow I took a few pictures of this rain bow and I was looking up and I saw this little white thing below the clouds first was trying to figure out what this thing was ! it was moving along..,,
Washington,WA,Enumclaw WA,Yes,47.2018,-121.9898,2/14/2018,{cak} Enumclaw/Greenwater Washington UFO 2nd Sighting,,
Washington,WA,Enumclaw WA,Yes,47.2018,-121.9898,2/19/2018,{rjl} Very bright piercing light,,
Pennsylvania,PA,Erie PA,Yes,42.1167,-80.0731,7/2/2018,{jpg} blinking and hovering light appeared over bayfront tower and then floated over Presque isle.,,
Kentucky,KY,Erlanger KY,No,39.0109,-84.5863,7/18/2018,{td} Stereotypical cigar shape you always hear about; looked like a hovering white tic-tac and moderately faster than an airplane.,,
California,CA,Escalon CA,Yes,37.7911,-120.9981,3/13/2018,"{cak} Multi colored object darting up, down, left, right in no obvious set routes and stayed for hour",,
California,CA,Escondido CA,Yes,33.1349,-117.0721,2/6/2018,{jpg} An object flying across the sky,,
California,CA,Escondido CA,Yes,33.1349,-117.0721,2/6/2018,{jpg} Please see description below,,
California,CA,Escondido CA,Yes,33.1349,-117.0721,3/6/2018,{cak} 2 bright lights traveled north & hovered over me never then went west.,,
California,CA,Escondido CA,Yes,33.1349,-117.0721,4/28/2018,"{td} was red. had a beak. non normal hands, fleshy looking, black eyes. came in the night to my bedroom",,
Florida,FL,Estero FL,Yes,26.4275,-81.7952,1/10/2018,{cak} Blue light overhead in Ft. Myers,,
Kansas,KS,Eudora KS,No,38.9345,-95.0957,6/19/2018,{rjl} Star like object was stationary then for over 1 hr. made a series of patterns with very sharp turns not explainable by known tech.,,
Oregon,OR,Eugene OR,Yes,44.0562,-123.1172,1/28/2018,{dr}Wife and I watched two lights in the trees one shot in the air the other just still sat there until a plane flashed it's lights at it and then it dimmed it's lights and shot straight up,,
Oregon,OR,Eugene OR,Yes,44.0562,-123.1172,2/26/2018,{td}It hovered over my apartment and then flew off when I sent my boyfriend out to see.,,
Oregon,OR,Eugene OR,Yes,44.0562,-123.1172,5/15/2018,{rjl} Comparatively large yellow orange light that did not move for 10+ minutes. Unlike typical air traffic. Looked and came inside and went out 90 minutes later and it was gone.,,
Oregon,OR,Eugene OR,Yes,44.0562,-123.1172,8/4/2018,{jpg} UFO found in background sky of a photograph.,,
Oregon,OR,Eugene OR,Yes,44.0562,-123.1172,10/17/2018,{rjl} uneven line of 11 objects,,
California,CA,Eureka CA,Yes,40.7941,-124.1568,1/1/2018,{dr}Flying then split into two.,,
California,CA,Eureka CA,Yes,40.7941,-124.1568,8/11/2018,{cak} two lights moving along sky left to right NE to E with variation in flight path and with variation in distance from one another,,
Colorado,CO,Evans CO,Yes,40.3661,-104.7389,12/28/2018,{tjd} On my way home coming in from the highway I see these huge glowing beams floating all over the city of Greeley and Evans,,
Georgia,GA,Evans GA,No,33.5619,-82.1351,4/24/2018,{rjl} Four light triangle formation with pulsing varying lights. 20MP photo revealed spree with surface light forms,,
Georgia,GA,Evans GA,No,33.5619,-82.1351,4/24/2018,{rjl} Apparent 4 orb cluster. Changing lights directions. Photo revealed apparent sphere with conformal lighting elements,,
Illinois,IL,Evanston IL,Yes,42.0463,-87.6942,11/3/2018,{jpg} 3 orangish lights in sky hovering and then descending. One or two gave off very large and intermittent trails of sparks like a meteor or comet.,,
Indiana,IN,Evansville IN,No,37.9882,-87.5339,1/27/2018,{jpg} Had a close encounter with 4 separate pairs of Ufos flying by in close proximity,,
Indiana,IN,Evansville IN,No,37.9882,-87.5339,1/27/2018,{jpg} Close encounter with an 8 ufo fly by,,
Indiana,IN,Evansville IN,No,37.9882,-87.5339,7/8/2018,{jpg} Object first looked like a huge star. I took some pics and downloaded them to find that it was string shaped and changing.,,
Indiana,IN,Evansville IN,No,37.9882,-87.5339,9/14/2018,{cak} Large bright objects in the distance moving strangely and changing colors. One flew over head very fast.,,
Washington,WA,Everett WA,Yes,47.9524,-122.1672,3/12/2018,{cak} Heard sea lions from Puget sound making noise...snapped some photos,,
Washington,WA,Everett WA,Yes,47.9524,-122.1672,3/17/2018,{td} See video,,
Washington,WA,Everett WA,Yes,47.9524,-122.1672,5/7/2018,"{td} Translucent object, highly reflective, yet solid as well, changed shape.",,
Washington,WA,Everett WA,Yes,47.9524,-122.1672,8/26/2018,"{td} Saw an object hovering, flying, and changing shape in the sky over Everett in Washington state.",,
Washington,WA,Everett WA,Yes,47.9524,-122.1672,11/15/2018,{rjl} Pulled up to stop light & saw people pointing@ sky. Took out cellphone camera & took pic,,
Colorado,CO,Evergreen CO,Yes,39.6349,-105.3355,3/31/2018,"{jpg} Caught in a photo of the full moon. I could not see it with the naked eye. But when I was looking at photos. There was this strange green spaceship looking thing, with a purple exhaust coming out the bottom. And it is in a few different photos.",,
Missouri,MO,Excelsior Springs MO,Yes,39.3395,-94.2377,3/30/2018,"{jpg} On Friday morning my friend and I observed a bright white object flying from the south west, we slowed and watched as it went over us heading northwest",,
Pennsylvania,PA,Exton PA,Yes,40.0307,-75.6303,1/2/2018,"{dr}Appeared as an unusual, rapidly pulsating star to the naked eye. Used telescope for closer view.",,
Vermont,VT,Fairfax VT,Yes,44.6695,-73.0106,6/9/2018,"{cak} Rapid back & forth movement in all directions. Appeared to come directly at observers due to brightening and size growth. Naked eye couldn't see it, only through a camera.",,
California,CA,Fairfield CA,Yes,38.2593,-122.0319,6/13/2018,"{rjl} Bright neon green circle with a tail, descended in an angle at jet like speed",,
Ohio,OH,Fairlawn OH,Yes,41.127,-81.6212,1/6/2018,"{rjl} Standing in my driveway, I observed 9 white lights in the sky overhead. They made no sound and travelled in a N.W. direction.",,
Ohio,OH,Fairlawn OH,Yes,41.127,-81.6212,10/4/2018,"{jpg}From backyard I witnessed 5 lights in a triangle formation coming out from behind low lying clouds. They were moving in formation, as if all were part of same object. I watched them move quickly for 7 or 8 seconds before they flew behind more clouds.",,
Colorado,CO,Falcon CO,Yes,38.933,-104.6086,4/8/2018,"{td} Brown cylinder object appeared to be floating on the wind, but changed speed & elevation. Shot to the left. Hovered. Accelerated away abruptly.",,
California,CA,Fallbrook CA,Yes,33.3693,-117.2259,8/21/2018,{rjl} We witnessed this golden orb like light hovering above a hillside. It pulsated and the light grew bigger and then smaller. It moved around in various directions no sound heard like when a plane or helicopter is in the air. It then disappeared.,,
Virginia,VA,Falls Church VA,No,38.8846,-77.1751,11/20/2018,{rjl} It was a simple north to south straight line flight.,,
Texas,TX,Farmers Branch TX,No,32.9272,-96.8804,5/11/2018,"{td} There glowing orbs in sky near water tower, fell slowly toward tree line before disappearing.",,
Arkansas,AR,Farmington AR,Yes,36.037,-94.2537,1/29/2018,{jpg} Mufon file 91139 additional image of white cylinders,,
Arkansas,AR,Farmington AR,Yes,36.037,-94.2537,1/29/2018,"{td} While Piloting aircraft at 10,000 ft observed two separate contrails emitted in pulses from 2 small blunt highly reflective cylindrical objects",,
Michigan,MI,Farmington Hills MI,Yes,42.486,-83.3771,6/2/2018,{jpg} Extremely large boomerang object traveling at rapid rate of speed. Lit up 7 lights simultaneously for approximately 1 second (2 times).,,
Michigan,MI,Farmington Hills MI,Yes,42.486,-83.3771,7/7/2018,{jpg} The UFO appeared during daylight hours. It appeared straight above me and move to 3 other locations and hovered in each location. Super blight pulsating light.,,
Michigan,MI,Farmington MI,Yes,42.4614,-83.3784,7/4/2018,{jpg} Three successions of red in color objects flying in apparent formation.,,
Missouri,MO,Farmington MO,Yes,37.782,-90.4287,6/22/2018,{rjl} Seen through binoculars traveling high over houses a triangle shaped craft with lights. Was seen by a grandfather and his grandchild ( drawing included),,
Virginia,VA,Farmville VA,No,37.2968,-78.3993,10/26/2018,{tjd} Bright Light Pulsating in a major rain storm,,
Arkansas,AR,Fayetteville AR,Yes,36.0713,-94.166,1/24/2018,{dr}Very bright light stationery for 20 minuets,,
Arkansas,AR,FAYETTEVILLE AR,Yes,36.0713,-94.166,1/25/2018,"{cak} OBJECT HOVERED OVER RESIDENTIAL AREA THEN CROSSED ROAD, STAYED LOW, AND FOLLOWED ALONGSIDE MY CAR FOR 1-2 MINUTES BEFORE DISAPPEARING. SEEN AGAIN 5 MINUTES LATER HOVERING HIGH ABOVE ELECTRICAL TOWERS",,
North Carolina,NC,Fayetteville NC,No,35.0847,-78.9777,10/15/2018,{rjl} Reviewing drone video when fast moving object was noticed in video,,
Tennessee,TN,Fayetteville TN,No,35.149,-86.5636,6/16/2018,"{rjl} I walked out of my door and saw a black object to the south of my house and immediately thought of the black knight satellite. my girlfriend was pulling up in front of my house and when I started to tell her to look, it faded out and disappeared.",,
Michigan,MI,Fenton MI,Yes,42.7993,-83.7144,7/14/2018,"{cak} Dumbbell (spinning), Chevron, round - present at same time",,
Washington,WA,Ferndale WA,Yes,48.8525,-122.5893,5/6/2018,{td} Triangle shaped white reflective light. West of Lummi island,,
Washington,WA,Ferndale WA,Yes,48.8525,-122.5893,5/8/2018,"{td} When my family saw it, my mom saw it first, I didn't believe her at first. It amazed me.",,
Washington,WA,Ferndale WA,Yes,48.8525,-122.5893,6/17/2018,{rjl} noticed white light coming from across the way over by an island.,,
Washington,WA,Ferndale WA,Yes,48.8525,-122.5893,8/19/2018,{rjl} 3 bright lights inline then turning into a triangle. going from north then turning south,,
Washington,WA,Ferndale WA,Yes,48.8525,-122.5893,9/28/2018,{dr}Triangle shimmering and flying around Lummi islands,,
Washington,WA,Ferndale WA,Yes,48.8525,-122.5893,12/1/2018,"{tjd} A star like object dancing in the sky. Red light minimal, spinning in circles, quick sharp movements",,
Washington,WA,Ferndale WA,Yes,48.8525,-122.5893,12/4/2018,{jpg} Object appeared suddenly in the east had a discernable form then seemed to roll inwards into itself moved upwards and disappeared moments later shooting start shot over roof from north,,
Idaho,ID,Fernwood ID,No,47.1121,-116.3927,4/10/2018,"{cak} Frequent Sightings, Star-Like, Hovering, Sometimes Zig-Zag & Drop Straight Down",,
Idaho,ID,Fernwood ID,No,47.1121,-116.3927,5/5/2018,"{td} 2 Orbs, One Buzzed Cabin in Idaho Panhandle, Caught on Video",,
Idaho,ID,Fernwood ID,No,47.1121,-116.3927,6/18/2018,"{jpg} Large UFO; Morphing Colors of the Rainbow, 10 Minute Video",,
Idaho,ID,Fernwood ID,No,47.1121,-116.3927,6/18/2018,"{td} Large, Multi-Light UFO 11 Minute .30 Second Video Follow-Up to Case # 92802",,
New York,NY,Fillmore NY,Yes,42.4669,-78.1107,6/22/2018,{td} Very big eyes like the mantis but head and body where like the grey alien broad shoulders long arms greenish grey color smooth but brow ridge stuck out. No mouth,,
New York,NY,Fillmore NY,Yes,42.4669,-78.1107,8/2/2018,"{rjl} My birthday had fire and took photo of the view noticed entity, later took pic of coons saw ufo above truck next to star, way to low for plane.",,
Indiana,IN,Fishers IN,No,39.959,-85.968,11/3/2018,"{tjd} 3rd floor apartment, top floor. Room shaking, look out window, lead red light with complementary lights around,",,
Arizona,AZ,Flagstaff AZ,Yes,35.1867,-111.6175,5/10/2018,"{rjl} My sister went to front door to let the dogs out and they usually go to the left but went to the rights he looked up and saw a floating sphere, three dimensional, pure light. There was mist a all around it. IT Was dead quiet outside.",,
Michigan,MI,Flint MI,Yes,43.0235,-83.6921,3/22/2018,{rjl} UFO hovers road around the bottom of a crescent moon,,
Michigan,MI,Flint MI,Yes,43.0235,-83.6921,5/7/2018,"[TD} 2ufo's straight over-head on Monday may 7th, 745pm-8pm",,
Michigan,MI,Flint MI,Yes,43.0235,-83.6921,9/1/2018,{jpg} Was out with wife and kids at the us 23 drive in and on way home we seen it,,
Texas,TX,Flint TX,No,32.204,-95.3486,8/18/2018,{rjl} Witnessed highly reflective cylindrical object directly overhead flying at high speed followed by 2 other smaller objects. The saw 2 normal aircraft in pursuit,,
Arizona,AZ,Florence AZ,Yes,33.0631,-111.4272,1/24/2018,"{rjl} Saw a bar of 6 lights in the night sky turn on and off one at a time, about three times then disappeared",,
Oregon,OR,Florence OR,Yes,43.9916,-124.1065,8/5/2018,{rjl} Roar overhead shot off Mach 5 to the west,,
South Carolina,SC,Florence SC,No,34.1782,-79.785,4/28/2018,{rjl} looked up and saw a silent ufo pass over me,,
Texas,TX,Floresville TX,No,29.1403,-98.1627,8/1/2018,"{rjl} My father heard a very loud and powerful object moving over our neighbors house then above our own home, shaking trees violently, and finally to the other neighbors house, where the tone increased and suddenly whooshed towards the sky.",,
California,CA,Flournoy CA,Yes,39.9284,-122.4461,6/3/2018,{jpg} there are always these orb like disco balls hovering out and around my house and nearby mountain range and on occasion have followed me around my property and even in my car.,,
Wisconsin,WI,Fond du Lac WI,No,43.7719,-88.4396,7/28/2018,{rjl} Hovering disc type I believe,,
Wisconsin,WI,Fond du Lac WI,No,43.7719,-88.4396,7/28/2018,"{rjl} Fast mover, disappeared at the end into a red type portal",,
California,CA,Fontana CA,Yes,34.0967,-117.4599,3/18/2018,"{rjl} A black, dull hovering object was seen circling around a certain place in San Bernardino county",,
Texas,TX,Forest Hill TX,No,32.662,-97.2664,9/14/2018,"{cak} Not high up, Ball of white light with some colors stationary, then changed to triangle w/3 lights I flew away",,
Minnesota,MN,Forest Lake MN,Yes,45.2536,-92.9583,7/23/2018,[cak} THEY ARE CONSISTANTLY SHOWING UP!,,
New Jersey,NJ,Forked River NJ,Yes,39.8202,-74.1456,1/6/2018,{cak} Took photos that I did not review until July of this year. Saw the objects during that review.,,
California,CA,Fort Bragg CA,Yes,39.4416,-123.8033,2/10/2018,"{td}Saw 5 orb type UFOs, the big one I'm reporting flew right over my head, got photos",,
California,CA,Fort Bragg CA,Yes,39.4416,-123.8033,10/17/2018,{dr}Black object floated up then stationary then disappeared,,
Colorado,CO,Fort Collins CO,Yes,40.5487,-105.0656,2/25/2018,{td}I saw four Ufos in pattern formation descend from the north at high speed and head south in a straight-line at an unbelievable speed.,,
Colorado,CO,Fort Collins CO,Yes,40.5487,-105.0656,3/14/2018,{cak} 8ish yellow-orange lights in a chevron alignment spinning similar to a clock. Moved across eastern sky an hour after sunset then faded away.,,
Colorado,CO,Fort Collins CO,Yes,40.5487,-105.0656,7/11/2018,{jpg} White object hovering at 30-40 degrees to the north of Ft. Collins. Multiple witnesses.,,
Colorado,CO,Fort Collins CO,Yes,40.5487,-105.0656,8/3/2018,{jpg} Seen beams of light over mountain top moving in a pattern,,
Colorado,CO,Fort Collins CO,Yes,40.5487,-105.0656,9/21/2018,{rjl} Was checking mail when saw it and started recording it,,
Colorado,CO,Fort Collins CO,Yes,40.5487,-105.0656,10/22/2018,{cak} Appeared like a chrome metal reflecting object,,
Colorado,CO,Fort Collins CO,Yes,40.5487,-105.0656,10/23/2018,"{cak} Dim lights v shape glided in straight path over campus heading south. About 7 individual. Lights, glowing dim. Massive wingspan, not too high above ground. Saw shadow pass in front of stars, hard to make out but visible. Watched for 10 sec before it was",,
Utah,UT,Fort Duchesne UT,Yes,40.2811,-109.877,8/6/2018,"{rjl} 3 of us observed a bright, glowing orb directly above our heads traveling to the southwest",,
Utah,UT,Fort Duchesne UT,Yes,40.2811,-109.877,8/6/2018,"{cak} an orb flew from directly above us and flew to the southwest, above Skin walker Ranch. It was caught on night vision camera.",,
Utah,UT,Fort Duchesne UT,Yes,40.2811,-109.877,11/25/2018,{tjd} Looked like a planet,,
Colorado,CO,Fort Garland CO,Yes,37.4279,-105.435,8/2/2018,{rjl} Orbs?,,
