state_long,state_short,city_state,mj_legal,lat,long,sighting_date,short_description,,
Texas,TX,Nederland TX,No,29.9707,-94.0015,1/24/2018,{td}Orbs and winged entities zipping and dashing all around. Objects are crystal clear when watched frame by frame,,
Texas,TX,Nederland TX,No,29.9707,-94.0015,4/13/2018,{jpg} I was overcome with an indescribable urge to take picture of a certain cloud. It was swirling and moving in all directions. It looked alive almost.... I just KNEW something was inside or behind it.,,
Wisconsin,WI,Neenah WI,No,44.1672,-88.4762,6/22/2018,{tjd} Glowing Blue Rectangle heading SE,,
Pennsylvania,PA,Nescopeck PA,Yes,41.0519,-76.2115,9/13/2018,{cak} Seen motion threw window took pictures and multiple alien objects a objects appear,,
New Jersey,NJ,Netcong NJ,Yes,40.8979,-74.7023,3/27/2018,{td} scared,,
Massachusetts,MA,New Bedford MA,Yes,41.6697,-70.9428,6/7/2018,"{td} Well it was more than one sighting they are all happening in front of my window. I live in the third floor. On the 3rd sighting they were 2 of them, it was the only time 2 appeared.",,
Massachusetts,MA,New Bedford MA,Yes,41.6697,-70.9428,12/10/2018,{cak} Planet like,,
Texas,TX,New Braunfels TX,No,29.6995,-98.1152,2/5/2018,"{jpg} A very large white, triangular aircraft, seen descending rapidly at low altitude.",,
Texas,TX,New Braunfels TX,No,29.6995,-98.1152,4/10/2018,{td} On back deck. Oval shape of multiple white lights. Dots like a porcupine covering the entire oval shape. Very large. Hovering at about 40 degrees then slowly moved west and sank below the tree line. Saw lights clearly through binoculars. No sound.,,
Texas,TX,New Braunfels TX,No,29.6995,-98.1152,7/15/2018,{td} Many videos. Star-like object hovers. Randomly pulsates occasionally changing colors (looks yellowish). It's jerky movements aren't bad camera work.,,
Texas,TX,New Braunfels TX,No,29.6995,-98.1152,11/2/2018,{tjd} Six fireballs evenly spaced with flame tail on all 6 going upward at 45% angle then peal off to left in a random pattern and disappeared behind tree line.,,
Ohio,OH,New Bremen OH,Yes,40.4348,-84.3778,3/22/2018,"{cak} On my way to work. This is 2nd one I have seen, but got a picture of this one.",,
Connecticut,CT,New Britain CT,Yes,41.6758,-72.7862,1/3/2018,{dr}flying across the sky in steady line,,
Connecticut,CT,New Britain CT,Yes,41.6758,-72.7862,1/3/2018,"{dr}Bright single solid car light, zooming across sky. NE straight-line direction with minimal 2-3 degree slight direction change towards NE. No blinking lights, no trails.",,
New Jersey,NJ,New Brunswick NJ,Yes,40.487,-74.445,4/17/2018,{cak} Was like sparkles in the sky. I couldn't see them with the naked eye but when I was filming something else with my phone I seen them,,
Texas,TX,New Caney TX,No,30.1552,-95.2113,8/21/2018,{rjl} I took a picture and accidentally caught something in the picture,,
Pennsylvania,PA,New Castle PA,Yes,40.9956,-80.3458,7/24/2018,{cak} I spotted a large outer rim of a massive disc partially poking out of dark storm clouds.,,
New York,NY,New City NY,Yes,41.1543,-73.9909,11/23/2018,{rjl} Sighted Unidentified Object in Sky.,,
West Virginia,WV,New Cumberland WV,Yes,40.5072,-80.6115,12/6/2018,Looked out my window and saw a bright light that looked like a upside down Christmas tree,,
Utah,UT,New Harmony UT,Yes,37.4803,-113.3097,6/1/2018,{td} It is in the sky west of our home for the last week or two. It is much bigger than a star and much brighter. WE see it through our bathroom window and outside from our deck. we have see this same object off and on and now it is back.,,
Connecticut,CT,New Haven CT,Yes,41.3112,-72.9245,5/21/2018,{rjl} Was observing what looked like a bright star or satellite possibly space station but seen before and looked like nothing I have ever seen,,
Louisiana,LA,New Iberia LA,No,30.0049,-91.8203,3/29/2018,{rjl} Took 4 pics of the moon an 2 & 3 to the left of the moon there is something that completely blew my mind once I zoomed in on object,,
Louisiana,LA,New Iberia LA,No,30.0049,-91.8203,3/29/2018,{rjl} Took 4 pics an in pics 2 an 3 object appears that isn't in pics 1 an 4.,,
Pennsylvania,PA,New Kensington PA,Yes,40.5711,-79.7521,2/28/2018,{td}White steady light trailed by red flashing light,,
Illinois,IL,New Lenox IL,Yes,41.5089,-87.9697,2/10/2018,{cak} Sighting of hovering UFO in Bloomingdales IL,,
Louisiana,LA,New Orleans LA,No,30.0687,-89.9288,2/18/2018,{rjl} Photos show what was seen while flying from Houston to Ft. Lauderdale,,
Pennsylvania,PA,New Oxford PA,Yes,39.863,-77.0554,7/17/2018,"{td} I took a random Pic of the sky. When I looked at it I noticed an orb. When I zoomed in you can see 4 lights, in a square pattern, within the orb.",,
Indiana,IN,New Paris IN,No,41.5005,-85.8248,5/27/2018,"{td} Object passed below & behind aircraft with very bright, pulsating light that changed colors.",,
Ohio,OH,New Philadelphia OH,Yes,40.486,-81.4402,9/8/2018,"{rjl} A big stormed was starting, gray clouds swirling, round light appeared out of cloud stayed in one spot for a few seconds then took off and disappeared",,
Idaho,ID,New Plymouth ID,No,43.9706,-116.8188,4/9/2018,{td} First saw the ufo above my house and it was moving slowly moving east toward Boise Idaho. watched it till we couldn't see it anymore. my daughter was with me when we saw it.,,
Florida,FL,new port Richey FL,Yes,28.2468,-82.7169,4/1/2018,{jpg} flying non-reflective black disc flying overhead with no vapor trail,,
Tennessee,TN,New Tazewell TN,No,36.4387,-83.6055,7/24/2018,{cak} Very loud very big very slow and low flying seen from North Carolina thru East Tennessee to Southwest Virginia,,
New York,NY,New York NY,Yes,40.6943,-73.9249,2/4/2018,{jpg} Ten thousand people were abducted in broad daylight by cretins wearing glitter and capes!,,
New York,NY,New York NY,Yes,40.6943,-73.9249,3/19/2018,{td} 7 tiny red lights in shape of a wing about a mile up over 26th Street. Stationary and silent the whole time I was taking out the garbage. I walked up the street and could not identify it. Red Lights twinkled as in distance. Strange. Stationary.,,
New York,NY,New York NY,Yes,40.6943,-73.9249,3/22/2018,{dr} a very bright light in the sky about 100-200 feet above a tall building in downtown New York city where it shined brightly but was much lower than where I'd known the North Star to be.it looked interesting so I pulled out my camera phone.,,
New York,NY,New York NY,Yes,40.6943,-73.9249,4/19/2018,"{cak} Observed Silent, fast moving white orb with long, glowing tail from SSE to NNW.",,
New York,NY,New York NY,Yes,40.6943,-73.9249,4/26/2018,{jpg} We were riding in a Taxi on Pearl Street intersecting with the Brooklyn Bridge in Chinatown when photo was taken,,
New York,NY,New York NY,Yes,40.6943,-73.9249,5/9/2018,"{cak} Since April 30,2018 until May 9,2018 I have been documenting UFOs over Long Island city from my apartment on the 29th floor",,
New York,NY,New York NY,Yes,40.6943,-73.9249,6/14/2018,{cak} At 2:00PM EDT observed silver disk hovering approx. 1 mile up moving south to north over Hudson river by 34th Street. Within 4-5 minutes hovered north and within in 3 seconds climbed toward the sky until it disappeared,,
New York,NY,New York NY,Yes,40.6943,-73.9249,7/4/2018,{dr}this was almost a perfect green rectangle except for a fuzz on either end at times,,
New York,NY,New York NY,Yes,40.6943,-73.9249,7/30/2018,{jpg}Sky full of vibration of light waves looked like transparent objects possibly organisms flying rapidly from south to north occasionally slowing and hovering and changing in intensity or brightness eventually a solid object appeared hovered then flew,,
New York,NY,New York NY,Yes,40.6943,-73.9249,8/12/2018,{cak} Orange star like light changed direction abruptly,,
New York,NY,New York NY,Yes,40.6943,-73.9249,10/26/2018,{cak} 5:58 AM Heading South about to turn Right to Head West. A Blue light came out of the North West heading South East. In 1 or 2 seconds it appeared then was gone. It was not a shooting star or a plane. It was moving way to fast.,,
New York,NY,New York NY,Yes,40.6943,-73.9249,11/23/2018,{tjd} My friend observed it and asked me to report it for him so he could remain anonymous.,,
New York,NY,New York NY,Yes,40.6943,-73.9249,11/29/2018,tjd} Observed stationary object from time to time over about 2.5 hours. It was in different positions at various times but I did not observe it moving.,,
New York,NY,New York NY,Yes,40.6943,-73.9249,11/30/2018,{jpg} CIRCLE ZIGZAGGING IN ONE LARGE AREA IN THE SKY FOR HOURS,,
New York,NY,New York NY,Yes,40.6943,-73.9249,12/25/2018,{tjd} Blue-green spots in two pictures taken within seconds of each other show unusual objects,,
New Jersey,NJ,Newark NJ,Yes,40.7242,-74.1724,1/23/2018,{jpg} UFO over Hudson River,,
New Jersey,NJ,Newark NJ,Yes,40.7242,-74.1724,4/21/2018,{rjl} Shape of lights,,
Oregon,OR,Newberg OR,Yes,45.3071,-122.9598,7/28/2018,{rjl} Flashes of light with beam-light flashes,,
Missouri,MO,Newburg MO,Yes,37.9167,-91.9003,9/18/2018,Bright sphere with attached lights of various colors that pulsated and brightened,,
Massachusetts,MA,Newburyport MA,Yes,42.8124,-70.8879,3/31/2018,"{jpg} This did not appear to us when we took the photo. showed up when we looked at it later that night, after getting home.",,
Oklahoma,OK,Newcastle OK,Yes,35.2404,-97.5998,2/2/2018,{td}As I was exiting to Newcastle Casino looked across the road song large round UFO hovering above could see it very well like the lights in the middle in the front beaming out lights around the backside and around all sides but there is no just the one,,
South Dakota,SD,Newell SD,No,44.7174,-103.4184,1/5/2018,I was driving my girl friend home and it flew past me... I shat my pants,,
South Dakota,SD,Newell SD,No,44.7174,-103.4184,5/9/2018,{td} scary beams,,
California,CA,Newport Beach CA,Yes,33.6151,-117.8669,3/25/2018,{td} Please look at pictures. I am very busy,,
California,CA,Newport Beach CA,Yes,33.6151,-117.8669,7/29/2018,{rjl} Large UFO over the Balboa Beach enabled Lightspeed,,
Virginia,VA,Newport news VA,No,37.1052,-76.5185,6/4/2018,{td} Saw a small disc shaped object glide in front of my truck about 60 ft. in the air at a 45 degree angle. Looked transparent but sunlight reflected off of rippled edges,,
Oregon,OR,Newport OR,Yes,44.6231,-124.0524,8/3/2018,"{jpg} Hotel room facing ocean, looking out window to see UFO cruising past very close to me glowing from within orange/yellow strong light like how moon glows, could see outline",,
Oregon,OR,Newport OR,Yes,44.6231,-124.0524,11/5/2018,{jpg} STANDING OUT SIDE FACING SOUTH LOOKED UP AT SKY SAW WHAT APPEARED TO BE A FLYING TRIANGLE SHAPPED CRAFT THAT SEEMED TO ROTATE AS IT FLEW BY,,
Tennessee,TN,Newport TN,No,35.9614,-83.1977,3/17/2018,"{td} Weather Alert, Took photos of black clouds moving in, later observed object inside photos that looked like flying object going upward. Some say reflections.",,
Iowa,IA,Newton IA,No,41.6965,-93.0405,7/15/2018,{td} A shiny object flying through clouds then ascending and disappeared,,
New Jersey,NJ,Newton NJ,Yes,41.0535,-74.7527,2/9/2018,{jpg} Saw very  bright lights above trees. Strange vertical pattern. Ascended Flew directly over me outside my window. Triangle shape. No noise very large Ran to other side of house watched it descend to treetops. Same weird lights.,,
Connecticut,CT,Newtown CT,Yes,41.4119,-73.312,3/8/2018,"{jpg} Walking dog, saw 30 red & yellow saucers go from north horizon to east. No sound. To other witnesses",,
Pennsylvania,PA,Newville PA,Yes,40.1702,-77.4016,11/20/2018,{rjl} UFO traveling very fast with pulsating lights then suddenly disintegrated.,,
New York,NY,Niagara Falls NY,Yes,43.0921,-79.0147,7/10/2018,{rjl} I was in my small yard for a length of time I don't know for how long I was out there or what I was doing can't recall I looked up and saw a bell shaped object hovering about 4 to 5' off the ground it made a light hum or whirling sound,,
California,CA,Nice CA,Yes,39.1266,-122.8525,2/1/2018,{rjl Attached is a picture (one of many) that I took during the Eclipse on February 1 2018.. please let me know what I captured. ASAP. Thank You..,,
Minnesota,MN,Nisswa MN,Yes,46.5005,-94.2976,7/8/2018,{jpg} Still like star then moved across clear sky in about 45 seconds,,
Texas,TX,Nixon TX,No,29.2698,-97.7658,8/28/2018,"{rjl} Few months ago, woke up outside around 3am in my undies with all the doors locked from the inside",,
Missouri,MO,Noel MO,Yes,36.5433,-94.4888,9/15/2018,"Floating Elk River. Looking at clouds Track and I saw a cigar Shae reflective, silvery crap, hovering between two crowns for about five minutes then it went into the cloud and disappeared. At least no trail after it  was silent and it just floated in the",,
Florida,FL,Nokomis FL,Yes,27.1228,-82.4369,10/24/2018,"{cak} I did not see or witness the UFO event. I was taking photos of the sunset and when I looked at the photos, in two of them, the UFO-like object appeared.",,
Nebraska,NE,Norfolk NE,No,42.0349,-97.4209,8/28/2018,"{td} UFOs in Norfolk, NE August 28, 2018 at 8:56 PM CST",,
Virginia,VA,Norfolk VA,No,36.8945,-76.259,8/2/2018,"{jpg} 0bject, ENORMOUS, stationary over Norfolk Naval Station for 15 minutes+++",,
Arkansas,AR,Norman AR,Yes,34.4586,-93.6792,7/6/2018,{dr}Pulsating light active in southern sky,,
Oklahoma,OK,Norman OK,Yes,35.2335,-97.3471,3/29/2018,{jpg} Abducted me in my parking garage around 2am and I Woke up 12 hours later in bed with comforter neatly folded and bed made neatly,,
Illinois,IL,Norridge IL,Yes,41.9637,-87.8231,7/20/2018,{cak} sitting looking east-viewing planes coming to O'Hare-noticed object-then viewed it excel up with great speed -then vanish,,
South Carolina,SC,North Augusta SC,No,33.5211,-81.9545,9/16/2018,{rjl} Blue white orb rises changes direction leaves at high speed,,
Florida,FL,North Bay Village FL,Yes,25.8487,-80.1535,3/26/2018,"{td} It was very windy and I happened to look up and noticed what appeared to be the moon was moving, I immediately started recording.",,
Oregon,OR,North Bend OR,Yes,43.4075,-124.2364,2/19/2018,"{rjl} I witnessed at least 3 moving lights, up and down, Back and forth, no sound",,
New Jersey,NJ,North Bergen NJ,Yes,40.8043,-74.0121,10/21/2018,"{cak} I was looking out my window and saw a thick disc like object hovering in the air, with glowing green circles around it, flying towards the east.",,
South Carolina,SC,North Charleston SC,No,32.9086,-80.0705,1/9/2018,{cak} It was blinking and changing direction,,
South Carolina,SC,North Myrtle Beach SC,No,33.8225,-78.7086,1/6/2018,"{dr}saw bright object that moved in different directions, 2-3 hours, got larger looked triangular, husband saw it too,",,
South Carolina,SC,North Myrtle Beach SC,No,33.8225,-78.7086,7/9/2018,{td} HUGE Hovering Orange Lights Over Ocean,,
South Carolina,SC,North Myrtle Beach SC,No,33.8225,-78.7086,9/9/2018,{jpg} Stationary white circular object high in the sky,,
New Jersey,NJ,North Plainfield NJ,Yes,40.621,-74.4385,5/11/2018,{td} UFO had fuzzy edges and had thousands of lights going on and off with a shimmering effect it hovered in place and then disappeared,,
Oregon,OR,North Plains OR,Yes,45.5969,-122.9956,3/11/2018,"{cak} was looking at Orion constellation noticed a bright white light just below it. Then it moved and I thought it was odd. Started looking closer and saw what looked like bright flashing light coming from the bright white light. Red, pink, blue green",,
Oregon,OR,North Plains OR,Yes,45.5969,-122.9956,10/20/2018,{cak} it touch me with sound a purr like vibration,,
Nebraska,NE,north Platte NE,No,41.1266,-100.764,3/2/2018,{td}object with 4 balls colored red and green,,
Florida,FL,North Port FL,Yes,27.0577,-82.1976,12/12/2018,"{rjl} Smell of Ammonia at last few seconds of siting and maybe 1 - 2 minutes after. It went west-ward for maybe 30 seconds then turned east for another 10 seconds, then back west for another 15 seconds and slowly disappeared.",,
Texas,TX,North Richland Hills TX,No,32.8605,-97.218,1/31/2018,{td}Two objects appeared near moon during the lunar eclipse in January 2018.,,
Texas,TX,North Richland Hills TX,No,32.8605,-97.218,11/9/2018,"{dr}On Friday, November 18th, 2018, at 4:09 pm in North Richland Hills Texas, I was exiting my car and noticed a bright light in the sky to the south. It caught my eye because it was colored-- sort of like a rainbow--but the colors didn't show in photo",,
Ohio,OH,North Ridgeville OH,Yes,41.3851,-82.0194,6/23/2018,{td} Tall green Alien was standing near power line tower thought it was a deer run up power tower to small craft,,
Ohio,OH,North Ridgeville OH,Yes,41.3851,-82.0194,7/21/2018,{td} We witnessed several bright red lights (about 20) flying at the same height about 30 seconds between each other.,,
Ohio,OH,North Royalton OH,Yes,41.3138,-81.7451,5/1/2018,"{jpg} light outside patio door, flying towards building and goes overhead.",,
Ohio,OH,North Royalton OH,Yes,41.3138,-81.7451,9/28/2018,{dr}Too much to explain,,
Massachusetts,MA,Northampton MA,Yes,42.3266,-72.6745,1/2/2018,"{dr}Black wing, two bright lights on the under side, along each wing, little windows each had light inside, maybe 5 on each wing, looked like it had a small tall like you see on jets.",,
Pennsylvania,PA,Northampton PA,Yes,40.6865,-75.4902,9/5/2018,{jpg} Got up for work at 5am observed soft light out window looked out same to see triangular craft,,
Illinois,IL,Northbrook IL,Yes,42.1292,-87.8352,9/23/2018,"{dr}6 objects, seemed way above 25.000 ft, flew east to west, hovered for awhile then North",,
Colorado,CO,Northglenn CO,Yes,39.9107,-104.9783,3/4/2018,"{jpg} saw an airplane, then noticed while circular craft traveling SW faster than an airplane. travels maybe 50 miles in 30 seconds. Then seemed to stop and descended to the right of it original straight path, disappeared into a small cloud never exited.",,
Colorado,CO,Northglenn CO,Yes,39.9107,-104.9783,5/15/2018,{cak} I was pulling into my driveway after dropping my kid off at school and noticed a hovering shiny object that was not a domestic aircraft.,,
Texas,TX,Northlake TX,No,33.0801,-97.2546,11/18/2018,{cak} Object angled decent to ground -gets larger and changes color,,
California,CA,Novato CA,Yes,38.092,-122.5576,10/19/2018,{rjl} Observed unusual high speed craft ” not any known type airplane,,
California,CA,Novato CA,Yes,38.092,-122.5576,12/29/2018,"{tjd} Husband and I were heading south on US 101 between Petaluma and Novato at approximately 5:45 pm. A large brilliant green glowing object flew over the freeway in a steep, soundless decent, disappearing over the distant hills.",,
Minnesota,MN,Nowthen MN,Yes,45.3421,-93.4497,5/24/2018,"{rjl} Now then, MN - Another weird siting",,
Washington,WA,Oak Harbor WA,Yes,48.2965,-122.6331,11/25/2018,{tjd} Small high speed white and blue lights like stars dancing all over behind our 2 fir trees and beyond them.,,
Washington,WA,Oak Harbor WA,Yes,48.2965,-122.6331,12/20/2018,{cak} Large yellow-white glowing spheres that were stationary. appeared and disappeared in sequence,,
Washington,WA,Oak Harbor WA,Yes,48.2965,-122.6331,12/20/2018,{cak} at first it looked like a star when we got near the beach we seen two orbs and then there was three and one faded out of sight and one was pulsing,,
North Carolina,NC,Oak Island NC,No,33.9433,-78.1366,5/15/2018,{cak} 3-4 Amber glowing orbs hovering over the ocean rotating around each other. Lasted 15-20 secs.,,
North Carolina,NC,Oak Island NC,No,33.9433,-78.1366,8/3/2018,{rjl} Bright light appears over our heads ( three people saw this) bluish white light W to E fast,,
Illinois,IL,Oak Lawn IL,Yes,41.7139,-87.7528,6/5/2018,{jpg} 4 dim lights transparent triangle quiet,,
Illinois,IL,Oak Lawn IL,Yes,41.7139,-87.7528,6/15/2018,"{rjl} Saw bright, diamond shape object flying around sky for several minutes.",,
Tennessee,TN,Oak Ridge TN,No,35.9639,-84.2938,3/17/2018,{cak} Burst photography captured glowing UFO near Y-12 nuclear power plant in Oak Ridge Tennessee,,
California,CA,Oakdale CA,Yes,37.762,-120.8463,6/23/2018,{td} Large ball of flame first move at a high rate of speed then stopped and started hovering,,
California,CA,Oakland CA,Yes,37.7903,-122.2165,1/17/2018,{cak} Moorish alien or Pleiades entity Speaks English And is attached to my body aura it wont go away,,
California,CA,Oakland CA,Yes,37.7903,-122.2165,2/8/2018,{jpg} I,,
California,CA,Oakland CA,Yes,37.7903,-122.2165,3/30/2018,{td} Very fluid object with light keeping a steady pace zoomed above the valley near my house,,
California,CA,Oakland CA,Yes,37.7903,-122.2165,9/3/2018,"{jpg} I was in a commercial airliner we had just about hit cruising altitude when I saw a silver, reflective, bullet shaped object a little ways below us with no wings going much faster then our plane and traveling in a straight line almost parallel to us",,
California,CA,Oakland CA,Yes,37.7903,-122.2165,9/10/2018,{cak} Beginning of MNF Raiders/Rams game. See object fly past gold colored building right side of screen. Originates from upper parking area,,
California,CA,Oakland CA,Yes,37.7903,-122.2165,9/20/2018,{rjl} In the southern sky over Oakland East Bay CA toward San Jose I saw what appeared to be an orange object a path then change of direction.,,
New Jersey,NJ,Oakland NJ,Yes,41.0313,-74.2411,1/2/2018,{dr}3 gold color lights with a trailing white light over Oakland N.J.,,
Pennsylvania,PA,Oaks PA,Yes,40.1318,-75.4596,7/21/2018,"{cak} This event felt odd. The objects were  a line, higher than power lines. not moving. Then, they simply vanished.",,
Connecticut,CT,Oakville CT,Yes,41.5923,-73.0858,1/5/2018,{cak} there was a plane flying in the distance. then a red object appeared with flashing lights it stood perfectly still then quickly moved in a straight line left then to the right.it went straight up and kept repeating. had white flashing lights too,,
Florida,FL,Ocala FL,Yes,29.1803,-82.1487,1/1/2018,{td}Reptilian Aliens -attempting abduction of my brother ASAP! See pics.,,
Florida,FL,Ocala FL,Yes,29.1803,-82.1487,3/16/2018,"{cak} Square object about half the size of a 1300 square foot house. Flying not slow, not fast. Made 90 degree directional turn.",,
Florida,FL,Ocala FL,Yes,29.1803,-82.1487,6/12/2018,"{cak} Took picture of possible tornado, reviewed pic then observed objects",,
Florida,FL,Ocala FL,Yes,29.1803,-82.1487,9/27/2018,{dr}First appeared as just a stationary white spot at a very high altitude at approximately 5PM as I was sitting on my patio.,,
Florida,FL,Ocala FL,Yes,29.1803,-82.1487,9/27/2018,{dr}We saw a doughnut-shaped object with lights. It didn't move. We couldn't see it after dark.,,
New Jersey,NJ,Ocean city NJ,Yes,39.2687,-74.602,7/10/2018,{rjl} Round w very bright lights surrounding w dimmer lights in center.,,
New Jersey,NJ,Ocean City NJ,Yes,39.2687,-74.602,11/23/2018,{tjd} Bright white looks like a star with red orb,,
Washington,WA,Ocean Shores WA,Yes,46.9686,-124.1521,9/26/2018,{dr}very bright neon or halogen-like blue and yellow lights in a,,
Washington,WA,Ocean Shores WA,Yes,46.9686,-124.1521,12/27/2018,{tjd} Noticed strange blinking light in sky that changed into an aura like falling object then back into a bright light,,
Mississippi,MS,Ocean Springs MS,No,30.4082,-88.7861,1/4/2018,"{dr}Looked like a star, hovered, moved and vanished.",,
West Virginia,WV,Oceana WV,Yes,37.6927,-81.6324,7/9/2018,{jpg} Cigar shaped way bigger than airliner with red lights,,
New Jersey,NJ,Oceanport NJ,Yes,40.316,-74.0205,6/23/2018,{dr}2 flying one lower then the other,,
California,CA,Oceanside CA,Yes,33.2247,-117.3083,2/13/2018,"{tjd} I was observing the night sky , I seen a strange light flickering bright white lights and started so I decided to start rec object that was shaped triangular dropped into Earth's atmosphere .",,
California,CA,Oceanside CA,Yes,33.2247,-117.3083,3/8/2018,"{jpg} Unknown object travels in from the south and stops, then goes north",,
California,CA,Oceanside CA,Yes,33.2247,-117.3083,7/26/2018,{cak} Reflective ball moving very fast and was gone in seconds,,
California,CA,oceanside CA,Yes,33.2247,-117.3083,10/15/2018,{rjl} 1st saw a disc shape and beaming lights..2 other days had moving light rays,,
New York,NY,Oceanside NY,Yes,40.6328,-73.6363,12/1/2018,{tjd} It was a bright light. It was a circle not moving at first and flashed a few times. It was no plane and too small to be a star then changed direction and color from a white to like a yellowish orange.,,
Florida,FL,Ocoee FL,Yes,28.5785,-81.5336,5/10/2018,{cak} Blue Green dot,,
Wisconsin,WI,Oconto WI,No,44.8918,-87.8693,6/14/2018,{rjl} Ships in the lightning,,
North Carolina,NC,Ocracoke NC,No,35.1264,-75.9212,1/15/2018,"{rjl} taking walk saw intensely bright yellowish light which disappeared, poof after 1 second",,
Texas,TX,Odessa TX,No,31.8831,-102.3407,4/4/2018,{jpg} Suspicious aircraft hovering in Odessa TX,,
Texas,TX,Odessa TX,No,31.8831,-102.3407,6/13/2018,"{rjl] UFO caught after following me around Odessa, TX.",,
Iowa,IA,Oelwein IA,No,42.6714,-91.9132,6/9/2018,{jpg} Black object with red lights flying low not quite a tree top height,,
Missouri,MO,O'Fallon MO,Yes,38.7853,-90.7178,3/13/2018,"{cak} flashing light in the sky, every 10-12 seconds will little to no movement of the object.",,
Missouri,MO,O'Fallon MO,Yes,38.7853,-90.7178,7/28/2018,{cak} I saw a UF0 in O'Fallon Missouri at 8:05pm 7/28/18,,
Missouri,MO,O'Fallon MO,Yes,38.7853,-90.7178,10/11/2018,{rjl} Saw bright object moving south. No sound,,
Washington,WA,Okanogan WA,Yes,48.3683,-119.5775,1/11/2018,{cak} Saw four bright lights got binoculars and saw 4 bright steady lights left to get camera and objects were gone.,,
Washington,WA,Okanogan WA,Yes,48.3683,-119.5775,10/30/2018,{tjd} Doing yard work. I heard jets looked up .Did not know what they were. Saw two jets following 8 shining small objects lined up in a straight line. Lost site on horizon .day time.,,
Florida,FL,Okeechobee FL,Yes,27.2412,-80.8298,3/14/2018,{cak} Went outside to put laundry on to drive walked out looked noticed a white light blinking with the electric blue rectangle o top of it thought it was a plane ignored it put the clothes on the dryer I turned around triangle was gone the orb stayed,,
Oklahoma,OK,Okemah OK,Yes,35.4297,-96.3005,12/10/2018,{cak} 3 contrails in a line overlapping when not many planes are seen. Many other planes in area which is unusual.,,
Oklahoma,OK,Oklahoma City OK,Yes,35.4677,-97.5138,1/22/2018,{jpg} Shimmering triangle with hard-edges patterns titled slowly forward then twinkled brightly and vanished.,,
Oklahoma,OK,Oklahoma City OK,Yes,35.4677,-97.5138,5/23/2018,{rjl} Caught strange flying object on the way to pick someone up.,,
California,CA,Olancha CA,Yes,36.2704,-118.0015,2/4/2018,"{jpg} Bright object passed over our night sky camera, not satellite or meteor.",,
California,CA,Olancha CA,Yes,36.2704,-118.0015,2/5/2018,{jpg} Another bright object passed over our sky camera similar to last night,,
California,CA,Olancha CA,Yes,36.2704,-118.0015,2/6/2018,{jpg} Third night in a row bright pulsating colored object passing over.,,
Kansas,KS,Olathe KS,No,38.884,-94.8194,10/20/2018,{cak} two separate boomerang shaped objects looked like wispy clouds with distinct outlines. one closer and one farther up. directional with consistent speeds,,
Kansas,KS,Olathe KS,No,38.884,-94.8194,12/28/2018,{cak} Sweeping lights with small flickering white orb,,
New Jersey,NJ,Old Bridge NJ,Yes,40.3946,-74.3323,3/24/2018,"{rjl} Had a strange feeling in my stomach, got out of bed and saw outside window, over trees.",,
Missouri,MO,Old Mines MO,Yes,38.0153,-90.756,6/3/2018,{jpg} Triangular/beveled pyramid shape emitted green lights and opened to let another object in,,
Illinois,IL,Olney IL,Yes,38.7286,-88.0841,9/21/2018,{jpg} Pulsating Orange Orb No Sound,,
Washington,WA,Olympia WA,Yes,47.0417,-122.8958,2/10/2018,"{cak} Triangle shape craft, silent, rotating spheres at the corners of the acute angle.",,
Washington,WA,Olympia WA,Yes,47.0417,-122.8958,12/4/2018,{jpg} silver curved teardrop flying VERY fast vertically but doing a bumble bee type ascent.,,
Nebraska,NE,Omaha NE,No,41.2634,-96.0453,2/18/2018,{rjl} Green ball in sky,,
Nebraska,NE,Omaha NE,No,41.2634,-96.0453,3/30/2018,{td} I was taking pictures of the Passover moon and clicked 4 times within 2 seconds. did not see it with eyes camera caught it.,,
Nebraska,NE,Omaha NE,No,41.2634,-96.0453,11/7/2018,{jpg} Web like silvery shaped pattern flying,,
California,CA,Ontario CA,Yes,34.0393,-117.6064,2/6/2018,"{jpg} Two swirling green/blue luminated lights on sides of fuselage no other lights noticeable, oval shape body.",,
California,CA,Ontario CA,Yes,34.0393,-117.6064,3/17/2018,{rjl} Viewed while traveling on the 15 near Ontario airport mountains were behind sighting,,
California,CA,Ontario CA,Yes,34.0393,-117.6064,9/19/2018,{rjl} COORDINATED LIGHTS MOVING AND HOVERING IN ONTARIO NEIGHBORHOOD. STOPPED CAR THEN RECORDED VIDEO. OTHER WITNESSES PRESENT.,,
California,CA,Ontario CA,Yes,34.0393,-117.6064,12/3/2018,{jpg} I was driving and saw it and stopped and watched it,,
Oregon,OR,Ontario OR,Yes,44.0259,-116.976,11/7/2018,{jpg} Flew through they sky with no sound,,
California,CA,Orange CA,Yes,33.8038,-117.8219,3/22/2018,{rjl} fast moving ufo hovering and changing direction,,
Massachusetts,MA,Orange MA,Yes,42.5972,-72.3032,5/25/2018,{cak} Object appeared and disappeared at the request of observer.,,
Florida,FL,Orange Park FL,Yes,30.1706,-81.704,5/8/2018,"{td} It had happened Friday, Monday and Tuesday. I am not the only witness.",,
Florida,FL,Orange Park FL,Yes,30.1706,-81.704,8/19/2018,{rjl} Solid bright red just before and while moving; blue or green flashing when stationary,,
California,CA,Orangevale CA,Yes,38.688,-121.2208,8/18/2018,{rjl} 4 red/orange orbs observed in the western sky moving in a NW direction.,,
